name,city,state,address,pincode,contact,store_type,weekdays_timing,map_location
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.64, 645, W Jones Rd, Appavu Nagar, Saidapet, Chennai, Tamil Nadu 600015",600015,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3887.1651922255805!2d80.22031661482258!3d13.025150290820735!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x87d68ceba5cb6d21%3A0x7851c745dee48d6e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655283134!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Choolaimedu High Rd, Sriramapuram, Gangai Amman Koil Street - Boulevard, Athreya Puram, Choolaimedu, Chennai, Tamil Nadu 600094",600094,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15546.592475734835!2d80.2175898!3d13.0580559!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52668a45e37d99%3A0xfddf60adecc122f2!2sMore!5e0!3m2!1sen!2sin!4v1596655315040!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Plot No.8B & 9B, Velachery Main Rd, Munusamy Nagar, Vimala Nagar, Medavakkam, Chennai, Tamil Nadu 601302",601302,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.8511228871007!2d80.18798451482142!3d12.917288590891555!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a525c1fa97eae5f%3A0xeda8cef0c9fd06e7!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655344072!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"16, Madambakkam Main Rd, Gokul Nagar, Madambakkam, Rajakilpakkam, Tamil Nadu 600073",600073,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.8820233807937!2d80.15077121482139!3d12.915303390892872!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a525ec8c0d3e53b%3A0x3c467102741876aa!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596655370562!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Pavendar Salai, Maraimalai Nagar, Tamil Nadu 603209",603209,7448807635,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15562.794646304892!2d80.0399698!3d12.7980616!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52f903cd6aa561%3A0xf755d7a51984bcf4!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596655409811!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Phase 1, Sathuvachari, Vellore, Tamil Nadu 632009",632009,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31105.960706455175!2d79.1241034!3d12.9561628!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bad38707af1fd3b%3A0x50851fbdecfe3a24!2sMore!5e0!3m2!1sen!2sin!4v1596655444144!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Old No.48, New, No.188, Thiruvoodal St, Near Karpaga Vinayagar Temple, Tiruvannamalai, Tamil Nadu 606601",606601,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3899.279661780712!2d79.06527091481442!3d12.22933389134588!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xc6615f11db9f47ff!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655504661!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU," Anupuram, No.1, Sector Shop Bhavini Town Ship, Anupuram Neikkuppi, Chennai, 603102",603102,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3894.3519113543985!2d80.12939601481771!3d12.559031591127464!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a53a96434ac218b%3A0xf66fee1a9a3045a5!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655534184!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Gandhi Rd, Ranipet, Tamil Nadu 632401",632401,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d62207.89986330129!2d79.2521553!3d12.9722519!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bad35a1280d48a1%3A0x67836a0fdf6f5575!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596655564413!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.30, Jains Alpine Meadows Pallavaram - Kundrathur Road, Next To CSI School, Chennai, Tamil Nadu 600075",600075,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.1737684206405!2d80.11906351482189!3d12.960730090862999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a525fc4cedc7d67%3A0xc0e44ef01c14bbd8!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655593468!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Old No.32 & 33, New No.43 & 44, Velachery Main Rd, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 601302",601302,7448807642,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.535469134595!2d80.20295311482164!3d12.937550590878255!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1bcbc0ab963ada49%3A0xe779d0236b32727!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655618543!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.6 Sriram Nagar, Tambaram West, Chennai, Tamil Nadu 600045",600045,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15555.195410971062!2d80.0962815!3d12.920646!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x580a9df625c6401%3A0x295a7dc95c81d34c!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655662520!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No: 146, Kaliamman Koil St, Chinmaya Nagar Stage 1, Chinmaya Nagar, Virugambakkam, Chennai, Tamil Nadu 600092",600092,8108138000,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3886.5962273165023!2d80.19389051482293!3d13.061353690797011!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x1854e8b574d9110e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655697884!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Old No.21, New, No.39, North Rd, Near Nandanam Statue, CIT Nagar West, Nandanam, Chennai, Tamil Nadu 600035",600035,9244970153,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7774.112637110853!2d80.2279813!3d13.0320856!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x590450782592dc7%3A0xde02ccd466df26db!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655727857!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Main Rd, Mothilal Nagar, Marie Oulgaret, Puducherry, 605010",605010,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3903.626982534435!2d79.78692921481148!3d11.93102699154448!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a5361aa0b6567f9%3A0x84c74e6d1f7ad017!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596655764142!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Sub Post, Techno Park SEZ, Mahindra City, Natham, Chennai, Tamil Nadu 603002",603002,7448807645,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3891.6979511270183!2d80.0056912!3d12.7331172!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x3127fcbf91f53095!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655794654!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No 10-1,Vada Agaram Road, Nelson Manickam Rd, Metha Nagar, Chennai, Tamil Nadu 600029",600029,7448807646,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3886.5335710706927!2d80.2256357!3d13.0653345!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xf5459d9e38999b3%3A0x7626c260977f2577!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655828750!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.69, Nellikuppam Main Rd, Sekar Nagar, Semmandalam, Tamil Nadu 607001",607001,7448807647,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3906.064044912611!2d79.7515549148098!3d11.760539091658368!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x8c7c0c7da3e13e9%3A0x177e6d98e3575431!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655858850!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Plot No.62, 7th East Main Road Gandhi Nagar Katpadi, Near EB Bus Stop, Chennai, Tamil Nadu 632006",632006,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.2458956221376!2d79.13947801482186!3d12.956111090866086!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x8467f4ad04c54dd%3A0xe87d38ab4999341f!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655882980!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.31, 1st Main Rd, Near Nerolac Paints, Thirumalai Nagar Annexe, Perungudi, Chennai, Tamil Nadu 600096",600096,7448807650,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.1863764975224!2d80.24113891482186!3d12.959922790863516!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x8b74841e4f25299%3A0xa974137604037f37!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655912574!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"11, Ponniamman Koil St, Duraisamy Nagar, Kotturpuram, Chennai, Tamil Nadu 600085",600085,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15549.176494353243!2d80.2426942!3d13.0169326!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x4bcec983653e51bb!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655943128!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Plot No.13 Sembakkam, Main Road, Saraswathi Nagar, Chitlapakkam, Chennai, Tamil Nadu 600064",600064,9244970163,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31108.54198693738!2d80.1343636!3d12.93548!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xf38a5ad963b3df1%3A0xba8948ae863e982f!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655977199!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"New Perungalathur, Perungalathur, Tamil Nadu 600063",600063,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7778.062360405638!2d80.0952981!3d12.9057166!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52f5f6da80bcb5%3A0xe9cfa99407544e3b!2sMore%20Supermarket%2C%20Perungalathur!5e0!3m2!1sen!2sin!4v1596656144373!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"New No.452, Old No.84, Anna Salai, Melvisharam, Near Central Mosque Or Opp: Islamiah Welfare Association, Chennai, Tamil Nadu 632509",632509,8680054708,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d972.2069681764007!2d79.27570892918102!3d12.918782099430645!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x5761cb729faf215%3A0x1bb040d2a26ad66d!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656175099!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"High Road, Bus Stand, No.144, Mount Poonamalle High Rd, Near Iyyappanthangal, Mahalakshmi Nagar, Iyyappanthangal, Chennai, Tamil Nadu 600056",600054,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15547.879010961236!2d80.1375154!3d13.0375973!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x55fa3ad95740bfd3!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656266559!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.3/805, Mugalivakkam Main Road, Madanandapuram, Porur, Chennai, Tamil Nadu 600116",600116,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3887.2068157635026!2d80.14447811482253!3d13.022497890822539!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x5f2be5d6155f1ef%3A0x6fed99238de1fa11!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656293102!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.56, 58 & 60, Ulsoor Road, Near Collectors Banglow, Periya Allapuram, Tiruvannamalai, Tamil Nadu 632002",632002,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3899.280874143856!2d79.0656199!3d12.2292517!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x109c30c509fac275%3A0x1db5bd819851179f!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656320004!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Shreeram Gateway V-Gate, No.46, GST Rd, Perungalathur, Tamil Nadu 600063",600063,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15556.123426809114!2d80.0909207!3d12.9057374!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52f5fbd77b0b73%3A0x114cb09c5e646ccb!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656350435!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Polur Rd, Vengikkal, Tiruvannamalai, Tamil Nadu 606604",606604,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15595.683349031653!2d79.0609767!3d12.2536363!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bacc0f9fa36a357%3A0x71af6626e50b2a09!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656380186!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Arni Rd, NH 234, Kosapet, Vellore, Tamil Nadu 632001",632001,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7777.953394709075!2d79.1330314!3d12.9092192!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bad38e7940270c7%3A0x2745bd3e5a519ce4!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656431738!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Door No.7, Bus Stand, 57th St, Near Korattur, Sidco Nagar, Korattur, Chennai, Tamil Nadu 600080",600080,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3885.851361706348!2d80.19861781482344!3d13.108601190766109!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x72639be5a938d60a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656496514!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"1/364, Shalom Complex, Padur, Kelambakkam, Tamil Nadu 603103",603103,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3890.7553387362505!2d80.22073461482012!3d12.794386790972359!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52508fa2d73051%3A0xe13793c2a7b38f04!2sMore!5e0!3m2!1sen!2sin!4v1596656531885!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Alliance - Orchid Springs Block No-9, 1st Floor, S. No. 514/1, C, No 54, Water Canal Rd, Korattur, Chennai, Tamil Nadu 600076",600076,7092511113,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3885.5638204654047!2d80.1920223148236!3d13.126795490754201!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a5264873c8b1001%3A0x7fc543dc9fcb081a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656567580!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Pammal, Pammal Main Rd, Gokulam Colony, Sambanthanar Nagar, Pallavaram, Chennai, Tamil Nadu 600044",600044,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3887.962261623821!2d80.13270991482203!3d12.974265590854126!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a525fce29c732a1%3A0x63a49b0aa3247665!2sMore%20For%20You!5e0!3m2!1sen!2sin!4v1596656593780!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"NO. M291 Ground Floor, Tamil Nadu Housing Board, Jothi Nagar, Arakkonam, Tamil Nadu 631001",631001,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15544.880509587185!2d79.6580377!3d13.085231!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52bd75222ded47%3A0x278efea015cc7064!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656619164!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.1, Adams Plaza, T.K.M.Road, Melamaiyur, Chengalpattu, Chennai, Tamil Nadu 603001",603001,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3892.479606680933!2d79.986884214819!3d12.682088991046271!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52fc506861f70b%3A0x45e534d5ac88c7ee!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656646761!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"19, East Coast Rd, Lawspet, Puducherry, 605008",600508,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31229.006311827656!2d79.7716084!3d11.9311099!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a53610435653887%3A0x36b5dc432aea3cb5!2sMore!5e0!3m2!1sen!2sin!4v1596656680228!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"3rd Parallel Main Road, Ashok Nagar, Teacher's Colony, Tirupattur, Tamil Nadu 635601",635601,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31162.121878357124!2d78.5490825!3d12.4985708!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bac55698ea550ab%3A0x3b64ca49e91f2500!2sMore%20Supermarket%20Tirupattur!5e0!3m2!1sen!2sin!4v1596656711911!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"Panchanan Bhawan, Krishnanagar Rd, Ashok Colony, Barasat, Kolkata, West Bengal 700126",700126,8479911433,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d117757.65421446781!2d88.4116243!3d22.7309659!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39f89930d7729185%3A0x8d80da24c477d1eb!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656899706!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"490, Shyam Nagar, Raja Gain, Malati Gain, Ashirbad, 1 Shyam Nagar Rd, Bangur Avenue, Kolkata, 700055",700055,7449301451,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14732.335721285192!2d88.4135666!3d22.6133408!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xb8909aabedf1658c!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656927031!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"Bandhan Apartment, Kalyani Commercial Complex, B 14, Block B, West Bengal 741235",741235,8479914498,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d117556.99029337881!2d88.4076081!3d22.9628947!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x64304bf2a35576d%3A0xe0ac9436bf1700b5!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596656961017!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"2, Grand Trunk Road, River View Tower, Uttarpara, Kotrung, Kolkata, West Bengal 712258",712258,7449901519,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d29449.465059894155!2d88.3302448!3d22.6842256!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39f89cdd8ca06563%3A0xa42fada14fb2b7c9!2sMore%20Supermarket%20Uttarpara!5e0!3m2!1sen!2sin!4v1596657046430!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"Bandhan Apartment, Kalyani Commercial Complex, B 14, Block B, West Bengal 741235",700016,8479914529,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14739.056745415417!2d88.3618372!3d22.5505047!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x35627a2e5090d90b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596657074359!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"15a, Mirza Ghalib St, Fire Brigade Head Quarter, Esplanade, Janbazar, Taltala, Kolkata, West Bengal 700016",700016,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d29476.46475355642!2d88.3417126!3d22.5582208!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a02770577411abb%3A0x4b5fcd1c11c74026!2sMore!5e0!3m2!1sen!2sin!4v1596657104366!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"2, Grand Trunk Road, River View Tower, Uttarpara, Kotrung, Kolkata, West Bengal 712258",711103,7449901571,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3684.4530396344667!2d88.31447671495938!3d22.562153085188193!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a0279d2df6e8b11%3A0x78f294bb00b30a5f!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596657133416!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"65, Dey Street Hooghly, Kalbazar, Near Ballavpur High School, Maniktala, Serampore, Kolkata, West Bengal 712201",712201,7890013667,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3679.442277912131!2d88.3462955!3d22.7489622!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x10792c5471ac89ed%3A0xcb9fd4f52aa8b542!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596657270944!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"Ghosh Palace, 20/A, SN Banerjee Rd, Budge Budge, Kolkata, West Bengal 700137",700137,8479914669,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d29491.69452673208!2d88.1777395!3d22.4868499!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a3b72106cd22f05%3A0xa090efd324130e5f!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596657301321!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"380/1, Jessore Rd, Bankimpally, Purbalaya, South Bankimpally, Madhyamgram, Kolkata, West Bengal 700129",700129,7890011671,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d58894.03209571191!2d88.4179793!3d22.6956221!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39f89f3a66eaaaab%3A0x784e4ec6e741b584!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596657337146!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"Omega Apartment, 66, Dum Dum Rd, Kolkata, West Bengal 700074",700074,7890011674,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d58893.70808597829!2d88.417979!3d22.6963758!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39f89e05bb41f643%3A0x72774444404c9a78!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596657374778!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"High School, Near, 2/2 School Road, Banik More, Khalisha Kota, Birati, Kolkata, West Bengal 700051",700051,9062200676,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14726.863454965209!2d88.4211111!3d22.6643801!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39f89ef7a76c50cf%3A0x4b8b6851b2b2e772!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596657416095!5m2!1sen!2sin
MORE SUPERMARKET,KOLKATA,WEST BENGAL,"Sahara Commercial Complex, GT Road West, Opp. Hotel Shrestha International, Kumarpur, Asansol,",713304,8479911678,Supermarket,7:30 to 9:30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3653.406868796823!2d86.94023081498034!3d23.69716028461568!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x58430d28061fea7%3A0x17cfb7a4b0917092!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596657446368!5m2!1sen!2sin
